Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,NPSTaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Month,Season,Start_Hour
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,,American Robin,Turdus migratorius,179759.0,87136,AMRO,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1124,Forest,2018,2018-07-10,08:34:00,08:44:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,21.1000003814697,85.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102,YBCU,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1143,Forest,2018,2018-07-10,09:04:00,09:14:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,50 - 100 Meters,False,,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,23.1000003814697,80.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,0-2.5 min,Calling,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,0-2.5 min,Calling,<= 50 Meters,False,,Blue-gray Gnatcatcher,Polioptila caerulea,179853.0,88038,BGGN,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,2.5 - 5 min,Calling,<= 50 Meters,False,,American Crow,Corvus brachyrhynchos,179731.0,87106,AMCR,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,7.5 - 10 min,Calling,<= 50 Meters,False,,American Goldfinch,Spinus tristis,179236.0,95300,AMGO,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 1,CHOH-1148,Forest,2018,2018-07-10,10:12:00,10:22:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021.0,93587,REVI,False,False,23.7000007629395,79.6999969482422,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Wood Thrush,Hylocichla mustelina,179777.0,87156,WOTH,True,True,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Louisiana Waterthrush,Parkesia motacilla,950009.0,773814,LOWA,False,True,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,5 - 7.5 min,Calling,50 - 100 Meters,False,,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,2.5 - 5 min,Singing,50 - 100 Meters,False,,Scarlet Tanager,Piranga olivacea,179883.0,88071,SCTA,False,True,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,True,7,Summer,
CHOH,,CHOH 14,CHOH-1136,Forest,2018,2018-07-10,09:27:00,09:37:00,Elizabeth Oswald,2,7.5 - 10 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.2999992370605,78.8000030517578,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,2.5 - 5 min,Calling,<= 50 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,2.5 - 5 min,Calling,50 - 100 Meters,False,,Blue Jay,Cyanocitta cristata,179680.0,86252,BLJA,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,7.5 - 10 min,Calling,<= 50 Meters,False,,White-breasted Nuthatch,Sitta carolinensis,178775.0,90935,WBNU,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus virens,178359.0,85846,EAWP,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,,Yellow-billed Cuckoo,Coccyzus americanus,177831.0,89102,YBCU,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Calling,<= 50 Meters,False,,Red-bellied Woodpecker,Melanerpes carolinus,178195.0,84865,RBWO,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1197,Forest,2018,2018-07-10,06:35:00,06:45:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803,EATO,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,0-2.5 min,Singing,<= 50 Meters,False,,Acadian Flycatcher,Empidonax virescens,178339.0,85824,ACFL,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,7.5 - 10 min,Calling,50 - 100 Meters,False,,Downy Woodpecker,Picoides pubescens,178259.0,84936,DOWO,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,5 - 7.5 min,Singing,<= 50 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,,Carolina Wren,Thryothorus ludovicianus,178581.0,88350,CARW,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,5 - 7.5 min,Calling,<= 50 Meters,False,,Carolina Chickadee,Poecile carolinensis,554383.0,265876,CACH,False,True,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,2.5 - 5 min,Singing,50 - 100 Meters,False,,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957,ETTI,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1201,Forest,2018,2018-07-10,06:16:00,06:26:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,73.3000030517578,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1186,Forest,2018,2018-07-10,07:02:00,07:12:00,Brian Swimelar,2,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina cyanea,179150.0,94257,INBU,False,True,23.7000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
CHOH,,CHOH 15,CHOH-1186,Forest,2018,2018-07-10,07:02:00,07:12:00,Brian Swimelar,2,5 - 7.5 min,Singing,50 - 100 Meters,False,,Mourning Dove,Zenaida macroura,177125.0,82737,MODO,False,False,23.7000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,False,7,Summer,
CHOH,,CHOH 15,CHOH-1186,Forest,2018,2018-07-10,07:02:00,07:12:00,Brian Swimelar,2,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228,NOCA,False,False,23.7000007629395,70.0,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,No effect on count,True,7,Summer,
